userid,timestamp,itemid,interactiontype,feature1,feature2,purchase
404,2024-12-06 06:08:21,item-72,click,74.92,29.31,0
27,2023-09-24 12:41:53,item-36,purchase,70.52,29.37,0
617,2022-12-07 17:57:51,item-52,purchase,23.64,29.49,1
804,2022-09-15 09:33:39,item-24,click,17.78,29.5,0
263,2023-11-16 04:04:20,item-89,purchase,34.33,29.51,1
308,2025-07-31 13:26:58,item-63,click,63.64,29.52,0
135,2022-11-24 20:45:49,item-51,click,10.25,29.54,0
339,2024-08-27 21:28:15,item-93,click,72.72,29.55,1
77,2026-02-21 12:42:59,item-17,view,26.57,29.57,0
250,2023-07-20 10:54:46,item-84,click,16.49,29.59,1
439,2022-08-14 18:50:18,item-13,purchase,50.69,29.59,1
836,2024-02-17 17:36:31,item-30,click,10.94,29.6,0
650,2024-02-27 13:25:33,item-93,favorite,55.52,29.62,0
787,2022-03-08 04:22:16,item-20,purchase,73.93,29.66,1
105,2026-01-05 21:54:06,item-61,view,2.57,29.67,0
800,2024-08-16 15:53:35,item-5,view,17.74,29.68,0
333,2025-11-29 17:18:55,item-3,purchase,16.67,29.69,1
848,2025-11-28 04:14:35,item-47,add-to-cart,12.77,29.71,0
98,2024-02-17 07:47:50,item-16,view,81.6,29.73,0
347,2024-02-03 02:33:38,item-56,add-to-cart,9.71,29.75,0
955,2025-08-23 05:20:49,item-69,add-to-cart,75.28,29.75,0
132,2024-04-09 12:31:21,item-1,click,5.57,29.76,0
404,2026-05-21 16:25:25,item-69,purchase,74.97,29.76,1
667,2023-11-20 08:10:41,item-46,add-to-cart,58.04,29.77,0
84,2025-01-23 11:33:43,item-93,favorite,96.81,29.78,0
820,2023-12-02 04:53:52,item-94,click,97.62,29.83,0
175,2025-02-28 13:23:28,item-52,view,23.76,29.84,0
842,2025-10-08 01:49:25,item-50,click,23.8,29.84,0
901,2025-04-27 05:37:21,item-15,purchase,58.81,29.84,1
707,2024-12-23 09:40:08,item-64,view,10.58,29.86,1
185,2025-01-18 13:32:27,item-76,add-to-cart,70.54,29.91,0
318,2023-04-19 13:28:35,item-63,view,38.83,29.92,0
981,2025-05-02 19:47:29,item-70,click,9.53,29.92,0
59,2021-05-23 07:34:06,item-60,add-to-cart,66.88,29.93,0
116,2024-07-21 05:36:56,item-82,view,47.16,29.93,0
521,2025-10-09 19:41:44,item-12,add-to-cart,80.73,29.94,0
454,2024-04-15 03:49:11,item-25,view,19.59,29.95,0
155,2026-05-28 09:08:49,item-24,click,92.01,29.97,0
391,2024-07-10 21:57:27,item-33,click,21.88,29.97,0
973,2024-07-03 05:56:25,item-59,favorite,46.68,29.98,0
668,2026-02-26 23:13:47,item-76,view,83.57,30.02,0
278,2026-01-01 04:19:15,item-52,add-to-cart,0.93,30.03,0
394,2023-12-05 16:31:36,item-63,purchase,18.96,30.06,1
525,2024-05-09 19:30:47,item-35,favorite,43.38,30.07,0
195,2024-09-19 02:28:50,item-32,view,28.52,30.1,0
538,2025-07-24 00:13:04,item-32,purchase,5.45,30.1,1
801,2024-05-13 06:06:20,item-54,purchase,96.17,30.1,1
496,2025-06-20 10:23:24,item-20,view,93.49,30.11,0
482,2026-04-17 07:01:09,item-41,view,63.84,30.12,0
286,2026-03-27 00:26:21,item-95,add-to-cart,83.7,30.18,0
416,2025-02-28 16:12:59,item-39,click,79.04,30.18,0
825,2023-12-14 06:40:08,item-17,click,0.6,30.19,0
838,2020-11-09 14:40:50,item-20,favorite,93.6,30.19,0
389,2021-09-14 16:02:55,item-86,view,15.58,30.22,0
521,2025-01-30 10:36:39,item-51,favorite,76.43,30.23,0
204,2023-09-13 04:25:32,item-84,favorite,74.56,30.28,0
143,2023-11-09 16:58:45,item-8,purchase,30.02,30.29,1
920,2022-07-29 20:53:18,item-64,view,22.69,30.29,0
946,2024-12-01 19:31:13,item-20,click,69.9,30.29,1
273,2025-10-06 11:16:34,item-48,view,32.67,30.33,0
364,2024-11-20 19:20:44,item-3,view,70.47,30.36,0
628,2023-09-05 05:36:10,item-22,click,50.84,30.36,0
328,2023-01-29 16:53:11,item-32,favorite,97.39,30.44,0
149,2024-06-08 04:32:46,item-47,purchase,98.63,30.47,0
761,2025-12-23 20:18:11,item-20,click,88.61,30.47,0
127,2023-01-08 12:36:29,item-98,purchase,36.03,30.48,1
367,2025-07-12 13:18:47,item-95,click,85.77,30.48,0
850,2026-01-02 08:25:26,item-76,favorite,34.48,30.48,0
457,2024-01-21 04:27:57,item-79,view,13.53,30.51,0
125,2024-07-07 15:05:40,item-23,add-to-cart,83.61,30.53,0
779,2026-01-21 11:31:30,item-61,purchase,92.1,30.54,1
375,2024-11-04 07:25:16,item-47,favorite,72.64,30.55,0
535,2023-09-23 07:08:50,item-43,purchase,35.46,30.61,0
752,2023-03-02 21:35:22,item-57,purchase,81.06,30.61,0
361,2024-05-01 15:47:09,item-80,favorite,11.74,30.63,0
491,2023-12-12 07:41:32,item-67,click,74.47,30.64,0
62,2025-06-14 07:49:29,item-11,view,6.44,30.67,0
571,2024-02-10 09:49:17,item-35,favorite,78.65,30.73,0
46,2024-12-21 20:11:11,item-71,add-to-cart,4.52,30.77,0
727,2025-08-14 01:48:56,item-71,favorite,80.61,30.79,0
107,2023-10-14 17:32:33,item-46,add-to-cart,98.19,30.8,0
278,2024-11-21 12:02:36,item-69,click,91.73,30.8,0
597,2025-04-01 05:29:02,item-87,add-to-cart,64.48,30.81,0
754,2024-11-13 01:00:55,item-30,click,81.82,30.81,0
252,2023-10-27 01:56:50,item-45,purchase,68.21,30.82,1
807,2026-01-20 09:49:06,item-21,view,96.5,30.82,0
233,2022-06-09 06:53:29,item-80,add-to-cart,59.96,30.83,0
276,2026-03-23 03:38:18,item-7,favorite,16.81,30.83,0
321,2024-06-15 18:25:42,item-43,add-to-cart,17.54,30.83,0
493,2024-12-29 09:09:31,item-59,purchase,25.22,30.85,1
958,2024-10-29 12:40:27,item-63,purchase,61.06,30.98,0
455,2022-12-10 08:55:23,item-88,click,98.54,31,0
630,2025-07-03 23:16:10,item-11,purchase,84.48,31.03,1
614,2024-10-24 02:01:25,item-78,view,99.24,31.04,0
663,2024-06-20 21:20:59,item-59,click,65.12,31.04,1
219,2025-04-14 05:33:14,item-87,favorite,29.21,31.06,0
353,2024-10-20 05:24:01,item-75,favorite,71.31,31.06,0
524,2022-02-11 10:56:48,item-14,click,84.62,31.08,0
38,2024-08-13 11:31:20,item-47,click,24.58,31.13,0
434,2025-09-08 00:08:23,item-98,add-to-cart,98.62,31.13,1
852,2024-07-19 14:55:50,item-16,add-to-cart,80.4,31.16,0
179,2026-01-26 03:12:34,item-48,add-to-cart,20.19,31.18,0
848,2025-08-21 03:56:37,item-61,add-to-cart,34.17,31.18,0
277,2025-10-01 20:44:22,item-79,purchase,31.66,31.2,1
974,2026-03-01 00:03:41,item-79,view,86.7,31.2,0
898,2023-06-26 22:42:29,item-84,add-to-cart,80.54,31.21,0
327,2025-12-02 23:06:09,item-35,favorite,50.17,31.29,0
536,2026-03-21 04:53:50,item-59,view,1.35,31.29,0
830,2021-08-11 23:36:40,item-2,purchase,68.43,31.31,1
912,2023-10-21 04:10:41,item-34,click,22.53,31.31,0
984,2026-04-20 02:13:36,item-31,purchase,94.56,31.31,1
720,2025-05-16 11:22:09,item-60,purchase,27.41,31.33,0
93,2025-11-01 12:07:12,item-5,purchase,14.08,31.34,0
95,2024-04-28 12:28:43,item-1,favorite,42.62,31.34,0
142,2024-12-30 21:16:49,item-62,favorite,97.97,31.34,0
671,2023-01-31 17:13:55,item-57,favorite,69.86,31.34,0
637,2025-11-14 17:58:23,item-56,favorite,46.03,31.35,0
672,2025-02-12 13:53:52,item-29,click,77.13,31.39,0
826,2022-01-07 14:10:45,item-14,add-to-cart,46.48,31.39,0
29,2025-05-14 01:38:02,item-98,click,37.59,31.42,1
769,2024-07-28 00:00:12,item-24,add-to-cart,82.99,31.44,0
622,2025-03-10 13:51:25,item-43,favorite,92.34,31.45,0
23,2023-12-23 02:45:58,item-12,favorite,97.18,31.46,0
597,2026-05-02 08:35:05,item-8,purchase,32.97,31.47,0
952,2025-02-07 10:40:59,item-100,add-to-cart,1.78,31.48,0
114,2024-05-24 04:24:27,item-60,purchase,48.96,31.5,1
609,2024-06-20 21:13:57,item-95,view,66.72,31.5,1
170,2026-05-11 07:42:43,item-19,view,38.88,31.52,0
591,2025-10-15 13:29:32,item-83,view,50.06,31.52,0
169,2025-09-04 16:31:26,item-70,add-to-cart,84.98,31.54,0
656,2026-02-08 07:17:12,item-26,purchase,99.06,31.55,1
751,2025-06-18 04:08:10,item-35,view,36.67,31.55,0
274,2026-04-10 03:01:10,item-77,favorite,46.79,31.58,0
484,2026-03-29 20:49:46,item-11,add-to-cart,58.5,31.6,0
658,2024-03-12 14:17:47,item-15,purchase,59.53,31.6,1
667,2024-11-13 20:37:30,item-71,view,76.27,31.65,0
369,2026-07-01 14:26:14,item-31,click,61.74,31.67,0
803,2025-03-28 19:54:19,item-17,purchase,15.53,31.68,1
609,2024-06-25 13:26:08,item-54,click,23.84,31.69,0
145,2025-11-28 23:51:28,item-38,purchase,7.96,31.74,0
947,2026-06-25 19:56:12,item-34,click,45.79,31.74,0
793,2023-01-28 04:45:08,item-63,view,12.78,31.75,0
629,2024-09-27 19:06:30,item-59,favorite,78.42,31.82,0
598,2026-01-06 03:26:21,item-49,purchase,94.18,31.83,1
669,2024-09-17 23:21:07,item-69,click,66.76,31.83,0
55,2025-11-07 23:20:26,item-72,favorite,61.13,31.84,0
265,2025-01-26 18:25:37,item-86,add-to-cart,54.49,31.84,0
716,2025-09-20 17:37:36,item-16,purchase,41.37,31.85,0
74,2026-04-15 14:35:56,item-93,purchase,44.67,31.86,0
171,2023-11-18 18:54:46,item-64,add-to-cart,26.32,31.87,0
486,2026-04-28 16:53:20,item-47,purchase,62.8,31.9,1
444,2022-02-14 14:20:24,item-5,view,65.98,31.93,1
820,2023-09-29 01:01:53,item-94,add-to-cart,89.76,31.93,1
701,2025-06-08 01:35:13,item-49,view,63.73,31.96,0
747,2025-12-25 23:16:26,item-40,purchase,59.94,31.96,1
974,2023-10-30 09:34:10,item-100,view,6.77,31.96,0
127,2025-05-03 00:21:16,item-17,click,58.83,31.97,0
220,2020-12-28 02:48:03,item-89,view,38.87,31.98,0
642,2024-12-29 17:57:43,item-64,purchase,63.58,32.03,1
597,2025-09-22 22:13:55,item-98,add-to-cart,80.04,32.04,0
600,2026-04-12 04:42:43,item-61,purchase,73.89,32.05,1
339,2026-02-18 10:19:18,item-4,favorite,71.87,32.07,0
448,2025-02-27 03:01:52,item-55,click,73.21,32.07,0
439,2025-01-08 16:13:46,item-50,click,47.32,32.12,0
218,2026-05-29 19:27:58,item-90,view,20.74,32.13,0
422,2025-09-02 18:21:29,item-52,click,48.63,32.15,0
701,2026-06-04 07:35:07,item-65,add-to-cart,66.54,32.18,0
189,2025-10-03 05:54:04,item-29,click,38.21,32.19,1
914,2025-01-15 07:01:27,item-85,favorite,6.91,32.2,0
506,2024-04-05 17:22:04,item-16,click,37.02,32.21,0
160,2025-05-21 10:47:52,item-4,purchase,93.95,32.24,0
617,2024-03-09 10:22:53,item-70,add-to-cart,81.45,32.25,0
532,2025-07-18 00:35:20,item-30,view,3.82,32.26,0
399,2026-05-02 19:06:46,item-46,click,87.77,32.28,0
697,2022-04-08 22:33:22,item-91,add-to-cart,98.58,32.33,0
849,2023-02-20 00:08:46,item-88,add-to-cart,5.31,32.33,0
643,2023-05-23 12:15:51,item-76,favorite,11.25,32.36,0
895,2026-04-27 15:33:55,item-77,favorite,75.12,32.37,0
760,2026-04-14 09:30:47,item-91,purchase,18.16,32.38,1
804,2026-03-21 14:45:01,item-49,click,44.34,32.39,0
449,2022-11-09 02:34:50,item-47,favorite,70.22,32.41,0
175,2022-12-12 08:06:34,item-13,purchase,25.41,32.43,1
644,2022-11-28 16:04:04,item-41,click,59.55,32.48,0
980,2026-02-09 20:29:14,item-4,add-to-cart,52.94,32.48,0
941,2026-01-05 15:16:47,item-36,add-to-cart,14.62,32.49,0
414,2024-06-02 16:40:31,item-63,view,5.12,32.5,0
174,2026-03-29 13:05:33,item-38,add-to-cart,40.56,32.56,0
720,2024-04-03 05:21:01,item-95,purchase,90.59,32.56,1
306,2022-06-13 07:43:06,item-16,favorite,50.14,32.57,0
556,2022-04-18 11:32:32,item-32,add-to-cart,64.04,32.57,0
770,2025-04-07 02:31:32,item-74,click,98.15,32.58,1
910,2023-06-04 08:48:15,item-60,view,99.13,32.59,0
932,2025-07-14 22:05:49,item-29,view,62.59,32.6,0
790,2025-07-17 00:32:24,item-93,purchase,14.91,32.62,1
198,2026-05-19 16:07:37,item-55,view,73.6,32.63,0
236,2025-02-16 04:01:18,item-47,favorite,58.6,32.63,0
718,2023-08-23 11:11:03,item-9,view,4.17,32.64,0
266,2026-01-18 00:03:20,item-35,purchase,37.08,32.65,1
3,2025-01-10 17:33:24,item-80,purchase,50.51,32.66,0
42,2023-12-13 15:13:36,item-22,add-to-cart,64.54,32.67,0
402,2025-07-16 08:48:33,item-93,favorite,16.51,32.67,0
280,2026-05-23 17:37:53,item-16,click,60.95,32.68,0
886,2024-08-05 21:01:09,item-7,purchase,79.86,32.68,1
529,2024-08-19 17:21:36,item-20,favorite,28.98,32.7,0
74,2024-10-03 02:39:17,item-79,favorite,99.23,32.74,1
947,2025-04-01 05:23:27,item-69,favorite,64.55,32.75,0
53,2026-04-06 07:48:37,item-36,add-to-cart,28.92,32.76,0
32,2025-02-23 06:03:37,item-68,add-to-cart,58.41,32.77,0
37,2024-10-12 10:50:10,item-42,purchase,91.5,32.81,1
350,2024-03-11 23:06:57,item-87,favorite,0.76,32.81,0
485,2024-12-19 04:33:08,item-50,favorite,95.78,32.81,1
776,2024-04-11 06:44:27,item-12,add-to-cart,21.48,32.81,0
245,2025-05-05 16:22:40,item-35,favorite,77.18,32.82,0
306,2023-02-08 23:03:35,item-42,click,81.76,32.84,0
948,2024-08-09 07:37:19,item-41,favorite,39.12,32.84,0
18,2025-05-22 20:26:16,item-82,click,37.96,32.85,0
37,2023-12-19 13:53:38,item-86,view,58.76,32.85,0
742,2024-10-23 01:25:06,item-29,purchase,59.25,32.85,1
900,2023-10-02 20:31:21,item-57,purchase,27.78,32.86,1
78,2021-08-28 16:48:44,item-84,purchase,96.96,32.87,1
977,2025-01-11 02:17:33,item-25,favorite,31.32,32.88,0
134,2023-05-29 06:23:32,item-22,click,58.76,32.9,0
754,2024-10-25 22:25:20,item-74,add-to-cart,33.66,32.9,0
574,2025-01-14 03:19:39,item-87,favorite,39.47,32.92,0
119,2021-06-08 08:38:49,item-77,click,87.88,32.93,0
665,2026-02-08 22:06:15,item-47,view,12.66,32.95,0
456,2024-08-03 17:24:43,item-4,add-to-cart,71.94,32.96,0
746,2025-04-16 19:05:03,item-68,favorite,52.77,32.96,0
248,2025-07-15 07:26:28,item-57,favorite,1.48,32.97,0
281,2022-08-18 00:14:49,item-70,favorite,50.22,32.97,1
28,2022-02-18 00:27:49,item-46,purchase,13.14,32.98,1
313,2025-08-03 05:01:57,item-13,favorite,69.61,32.98,0
937,2022-04-23 22:24:53,item-63,favorite,14.85,32.98,0
736,2025-10-18 08:09:21,item-79,click,65.78,33.03,0
95,2024-03-01 04:42:28,item-59,view,42.65,33.05,0
188,2026-06-28 22:51:08,item-53,purchase,86.69,33.1,0
724,2022-01-11 01:24:28,item-3,add-to-cart,25.85,33.1,0
370,2025-07-06 23:55:52,item-81,purchase,89.52,33.12,0
560,2026-03-02 05:59:33,item-95,add-to-cart,36.18,33.12,0
13,2022-12-20 06:11:30,item-52,view,93.06,33.13,0
366,2022-03-18 14:38:47,item-24,purchase,54.64,33.13,1
628,2023-10-25 21:55:55,item-13,favorite,65.95,33.13,0
22,2025-07-27 22:31:02,item-31,favorite,48.46,33.14,0
172,2023-12-19 08:33:59,item-11,click,44.2,33.14,0
219,2023-12-07 09:16:43,item-96,view,22.21,33.14,0
540,2024-10-16 07:11:19,item-51,click,99.04,33.14,1
203,2025-09-08 08:00:10,item-40,purchase,62.22,33.16,1
428,2022-04-08 12:02:41,item-48,purchase,25.93,33.17,0
731,2022-05-15 00:04:34,item-68,favorite,88.57,33.17,0
413,2023-10-15 23:20:04,item-64,add-to-cart,61.87,33.19,0
503,2022-08-12 04:26:14,item-67,click,49.64,33.21,1
386,2024-04-28 00:01:41,item-50,purchase,47.45,33.23,1
857,2023-01-17 11:07:41,item-65,add-to-cart,60.56,33.23,0
979,2025-08-30 09:01:13,item-20,view,21.54,33.23,0
798,2023-03-03 08:25:04,item-22,click,58.99,33.24,1
584,2025-11-04 09:19:56,item-3,view,25.79,33.26,0
154,2024-11-20 20:38:07,item-14,view,78.51,33.27,0
430,2025-04-09 13:36:34,item-34,add-to-cart,4.48,33.27,0
581,2025-04-18 13:45:17,item-100,favorite,56.78,33.27,0
98,2024-02-14 09:20:36,item-3,favorite,5.07,33.28,0
352,2025-05-08 06:21:56,item-19,click,41.26,33.28,0
443,2022-10-05 09:12:20,item-14,view,90.62,33.28,0
798,2025-03-05 14:46:00,item-59,add-to-cart,32.62,33.28,0
567,2023-12-27 15:57:40,item-95,view,75.8,33.32,0
429,2025-03-27 03:56:44,item-11,view,44.07,33.34,0
805,2025-11-30 16:20:00,item-84,add-to-cart,61.68,33.36,0
633,2023-03-10 16:39:11,item-8,view,81.52,33.38,0
383,2023-04-21 14:01:44,item-12,click,69.14,33.4,0
201,2023-03-27 04:29:53,item-20,favorite,35.76,33.42,0
723,2023-11-21 15:51:17,item-48,favorite,92.64,33.42,0
790,2023-04-28 01:24:10,item-28,purchase,81.6,33.43,1
234,2022-05-21 11:46:09,item-77,add-to-cart,49.69,33.46,1
693,2024-11-02 19:19:43,item-33,view,61.85,33.48,1
240,2023-11-14 19:30:15,item-44,favorite,29.53,33.49,0
908,2026-02-26 20:45:02,item-100,view,61.52,33.5,0
68,2020-12-21 00:58:34,item-99,add-to-cart,5.34,33.51,0
854,2025-04-12 19:58:26,item-36,click,37.06,33.52,1
8,2025-01-23 23:28:09,item-31,click,59.21,33.53,0
697,2024-03-02 21:23:33,item-47,favorite,4.24,33.54,1
73,2022-12-25 11:09:49,item-80,favorite,31.69,33.56,0
577,2025-07-25 19:03:37,item-13,purchase,38.83,33.57,1
185,2026-06-03 10:13:35,item-61,add-to-cart,27.38,33.58,0
546,2024-12-25 08:54:43,item-34,favorite,96.17,33.58,0
600,2024-04-08 11:00:30,item-89,click,85.7,33.58,1
983,2024-07-25 14:06:14,item-33,click,76.15,33.59,0
633,2026-06-24 22:31:08,item-32,purchase,23.76,33.6,1
406,2024-08-31 19:26:45,item-21,view,77.22,33.61,0
892,2025-12-25 23:14:51,item-4,add-to-cart,90.71,33.61,0
911,2023-08-14 12:06:46,item-17,add-to-cart,89.98,33.62,0
646,2025-08-09 05:40:27,item-46,purchase,1.65,33.65,1
38,2025-03-08 11:50:14,item-83,view,6.18,33.67,0
159,2024-02-16 21:43:58,item-97,click,80.73,33.69,0
592,2022-01-12 12:33:02,item-84,add-to-cart,78.71,33.69,0
202,2022-01-06 13:00:20,item-39,view,65.92,33.71,0
984,2023-02-12 22:43:36,item-98,add-to-cart,62.67,33.71,0
512,2021-01-11 02:17:06,item-70,add-to-cart,41.95,33.75,0
480,2024-01-19 17:47:13,item-11,view,98.95,33.76,0
871,2024-11-02 02:26:03,item-61,purchase,79.07,33.77,1
462,2024-11-10 12:56:55,item-1,add-to-cart,6.54,33.8,0
591,2022-09-17 23:30:23,item-7,click,91.61,33.82,0
237,2024-07-16 19:22:38,item-30,favorite,2.15,33.83,0
815,2025-05-20 01:01:44,item-58,purchase,90.52,33.84,1
733,2023-08-28 21:15:49,item-28,view,54.42,33.86,0
188,2026-05-16 13:47:40,item-8,add-to-cart,18.67,33.87,0
745,2025-02-08 21:46:43,item-38,purchase,26.85,33.87,0
585,2026-05-28 14:46:51,item-95,add-to-cart,12.89,33.88,1
677,2025-02-08 18:36:53,item-89,click,40.48,33.9,0
42,2023-12-02 00:51:24,item-91,view,75.6,33.92,0
479,2021-05-05 04:43:37,item-8,favorite,94.84,33.94,0
505,2025-06-27 18:22:45,item-13,click,59.5,33.97,1
174,2026-01-06 04:48:34,item-65,purchase,91.95,34,0
489,2026-02-24 10:46:05,item-26,click,50.77,34,0
151,2024-04-04 08:15:38,item-68,click,83.8,34.05,0
983,2024-12-08 21:40:25,item-53,click,44.12,34.08,1
5,2025-06-14 22:34:48,item-28,favorite,85.5,34.1,0
17,2024-12-30 16:21:03,item-86,add-to-cart,35.01,34.13,0
896,2023-01-28 10:08:12,item-44,purchase,24.68,34.13,0
476,2024-10-01 03:25:14,item-80,add-to-cart,78.93,34.15,0
714,2026-01-06 19:24:18,item-73,click,64.44,34.15,0
719,2023-08-22 14:31:17,item-63,click,75.93,34.15,1
895,2025-09-04 12:28:32,item-93,view,41.48,34.16,0
112,2025-11-14 14:30:27,item-69,add-to-cart,97.96,34.19,0
414,2022-09-16 15:36:44,item-67,purchase,83.89,34.2,1
790,2023-08-09 16:49:06,item-63,view,62.35,34.2,0
53,2022-06-11 21:57:23,item-29,click,63.31,34.21,1
305,2022-09-24 09:36:00,item-44,add-to-cart,23.67,34.22,0
440,2023-08-19 16:52:31,item-100,purchase,63.49,34.23,0
748,2025-03-02 08:56:35,item-37,add-to-cart,45.15,34.26,0
338,2021-02-03 16:05:05,item-15,click,16.68,34.27,1
973,2025-11-01 05:56:00,item-69,view,79.22,34.27,0
106,2022-04-03 06:58:08,item-48,add-to-cart,78.37,34.28,1
939,2023-10-08 04:15:50,item-30,favorite,78.58,34.29,0
301,2025-12-09 18:27:25,item-20,click,27.06,34.3,0
163,2025-01-04 20:57:25,item-96,purchase,77.38,34.31,1
547,2023-03-06 06:46:36,item-22,add-to-cart,28.83,34.33,0
714,2024-04-04 03:34:55,item-31,view,83.82,34.34,0
647,2026-06-23 23:36:42,item-100,view,39.61,34.35,0
97,2023-07-31 20:01:38,item-30,favorite,48.49,34.36,0
710,2026-01-20 11:03:57,item-67,view,77.35,34.36,0
391,2025-12-01 18:57:02,item-74,add-to-cart,39.78,34.39,1
39,2025-03-01 04:10:44,item-75,click,28.2,34.4,0
150,2025-07-27 01:12:28,item-56,purchase,5.23,34.4,0
310,2026-01-12 07:19:36,item-87,add-to-cart,35.66,34.4,0
42,2025-09-14 18:57:13,item-35,add-to-cart,69.08,34.41,0
474,2025-05-31 05:38:42,item-75,favorite,64.39,34.41,0
985,2026-04-22 20:43:01,item-78,view,86.37,34.42,0
598,2024-08-22 08:53:28,item-87,add-to-cart,94.57,34.44,0
70,2025-08-17 11:48:58,item-90,click,2.93,34.46,0
96,2024-11-29 15:06:12,item-81,click,5.52,34.46,0
971,2021-09-12 06:34:48,item-96,add-to-cart,43.6,34.46,0
67,2025-01-18 05:31:50,item-54,purchase,63.93,34.48,1
811,2022-05-05 19:26:48,item-65,purchase,63.26,34.5,1
95,2026-07-02 22:02:10,item-45,purchase,97.3,34.54,1
525,2025-01-12 21:10:14,item-3,favorite,74.44,34.58,0
746,2026-03-19 11:40:17,item-68,click,81.39,34.59,1
919,2024-04-11 09:22:04,item-22,favorite,13.71,34.59,0
644,2025-02-20 07:26:13,item-59,purchase,25.8,34.6,0
826,2021-11-22 08:54:45,item-15,favorite,14.12,34.6,0
993,2025-06-04 19:21:49,item-70,favorite,22.2,34.6,0
482,2025-08-20 07:14:25,item-96,add-to-cart,58.58,34.61,0
833,2024-09-28 22:27:37,item-28,add-to-cart,34.47,34.65,0
327,2023-09-30 09:57:32,item-29,view,32.85,34.66,0
907,2025-10-10 07:05:52,item-48,favorite,21.92,34.67,0
197,2025-04-23 08:33:36,item-70,purchase,94.52,34.68,1
673,2021-10-11 07:52:47,item-50,click,49.74,34.68,0
507,2024-11-27 06:53:43,item-1,add-to-cart,49.16,34.7,0
78,2021-08-17 01:33:27,item-78,favorite,5.36,34.72,0
101,2025-08-17 05:58:48,item-6,click,28.82,34.72,1
142,2022-07-24 19:22:21,item-79,purchase,63.78,34.72,1
536,2026-06-15 07:07:02,item-48,add-to-cart,64.29,34.76,0
946,2023-08-30 21:09:24,item-52,purchase,79.07,34.77,1
50,2023-06-05 08:39:24,item-79,click,64.24,34.79,0
881,2024-03-10 05:28:56,item-47,purchase,24.61,34.83,1
742,2024-03-06 10:38:34,item-59,favorite,61.72,34.84,0
535,2025-05-10 12:09:05,item-16,favorite,37.17,34.85,0
17,2026-04-12 14:39:12,item-73,view,84.48,34.87,0
235,2026-01-11 12:13:30,item-76,purchase,22.82,34.87,0
443,2021-06-16 04:10:20,item-21,view,1.93,34.89,0
729,2025-12-23 05:09:12,item-27,click,78.35,34.95,0
599,2025-05-15 05:13:52,item-23,favorite,15.76,34.97,0
36,2025-08-22 15:38:02,item-77,favorite,58.26,35,0
75,2025-05-25 23:57:25,item-15,add-to-cart,9.22,35,0
519,2025-08-15 12:29:44,item-14,click,59.26,35.01,1
383,2024-12-08 17:04:41,item-56,click,81.69,35.02,0
640,2024-02-23 05:22:47,item-69,click,70.03,35.03,0
286,2025-06-05 14:26:26,item-24,purchase,91.25,35.04,1
329,2026-06-28 17:44:02,item-54,click,6.3,35.05,0
809,2022-09-09 16:43:14,item-52,favorite,80.65,35.07,0
948,2026-01-29 19:32:51,item-24,favorite,14.93,35.07,0
255,2024-09-20 08:03:20,item-75,add-to-cart,65.38,35.08,0
353,2023-10-29 16:12:24,item-61,purchase,30.17,35.08,0
482,2024-03-08 09:03:39,item-9,view,37.81,35.09,0
267,2024-06-05 15:05:42,item-100,purchase,69.63,35.1,1
269,2025-08-07 09:12:17,item-40,favorite,89.07,35.1,1
780,2023-06-01 15:53:58,item-34,view,9.45,35.1,0
880,2026-03-26 10:39:49,item-79,click,8.22,35.1,0
916,2026-06-06 00:29:54,item-9,favorite,67.79,35.12,0
